1,91350572,91351572
3,89364753,89365753
17,43157791,43158791
11,9191441,9192441
7,24445182,24446182
5,108675149,108676149
1,195091748,195092748
17,33215851,33216851
14,62865041,62866041
17,31152251,31153251
19,22138616,22139616
2,172979341,172980341
15,39745429,39746429
9,45429792,45430792
9,121759443,121760443
1,140655902,140656902
9,51278054,51279054
2,178413963,178414963
6,122989866,122990866
10,128400724,128401724
14,3048784,3049784
17,25161960,25162960
1,172550306,172551306
1,17144872,17145872
19,20953702,20954702
10,76388514,76389514
17,24346752,24347752
9,104569287,104570287
5,104047502,104048502
X,9104061,9105061
4,156050317,156051317
15,74778359,74779359
12,98577440,98578440
1,65310756,65311756
12,103355501,103356501
14,28504972,28505972
X,155622827,155623827
5,100210191,100211191
4,88910162,88911162
9,88858370,88859370
13,23933961,23934961
X,72655746,72656746
18,37854160,37855160
13,24844630,24845630
7,89517086,89518086
17,71672760,71673760
19,29366937,29367937
8,45381791,45382791
9,98032667,98033667
4,21685463,21686463
4,30664095,30665095
12,104406207,104407207
6,85513042,85514042
8,24725325,24726325
5,115580448,115581448
7,137313945,137314945
8,104101124,104102124
X,10117161,10118161
4,126286293,126287293
11,103649008,103650008
11,121387751,121388751
12,73997260,73998260
9,37772136,37773136
12,34916595,34917595
5,19226055,19227055
11,117860251,117861251
10,109010475,109011475
9,110419307,110420307
10,83337317,83338317
9,121641066,121642066
10,60695990,60696990
9,43310262,43311262
15,103309938,103310938
14,62997576,62998576
14,122450646,122451646
8,15010524,15011524
9,54950454,54951454
7,128205866,128206866
16,74410412,74411412
X,74740426,74741426
2,45112779,45113779
6,142803966,142804966
7,143784000,143785000
7,31076197,31077197
9,44525921,44526921
7,31050954,31051954
6,85831390,85832390
7,18987023,18988023
2,158638082,158639082
11,4890844,4891844
15,80286737,80287737
13,17694265,17695265
4,49845269,49846269
12,108555118,108556118
2,35979124,35980124
4,156200318,156201318
1,82290939,82291939
2,156052447,156053447
12,86733868,86734868
17,72603807,72604807
7,140899946,140900946
X,170672143,170673143
10,99759158,99760158
11,94564573,94565573
13,36733977,36734977
X,134685962,134686962
12,69789843,69790843
1,193369782,193370782
1,17726916,17727916
13,92575732,92576732
18,37736435,37737435
6,3493998,3494998
3,103574781,103575781
6,122830876,122831876
10,128583997,128584997
12,84037878,84038878
4,136609936,136610936
13,33935531,33936531
10,23938071,23939071
3,146650817,146651817
18,37814578,37815578
X,79516785,79517785
X,12354496,12355496
4,144058625,144059625
7,24987167,24988167
16,71130575,71131575
X,37529967,37530967
15,89075354,89076354
14,57057530,57058530
12,40133728,40134728
4,43668359,43669359
9,57620274,57621274
X,16816866,16817866
6,6881568,6882568
15,79998526,79999526
3,100824958,100825958
12,80691966,80692966
11,79711468,79712468
18,14988494,14989494
15,20666250,20667250
7,19086327,19087327
6,86028180,86029180
10,81415797,81416797
1,150992935,150993935
6,84593408,84594408
13,8202365,8203365
19,10992750,10993750
11,69617405,69618405
14,20268662,20269662
5,125531917,125532917
9,46913102,46914102
2,164742767,164743767
12,72184529,72185529
19,4623455,4624455
9,114364127,114365127
12,102128918,102129918
18,13972233,13973233
7,24869191,24870191
2,155944864,155945864
1,59162889,59163889
13,3837256,3838256
3,94177693,94178693
3,94436151,94437151
16,37915995,37916995
7,19054186,19055186
X,135627205,135628205
10,5921900,5922900
X,112093019,112094019
6,52244742,52245742
4,15880763,15881763
15,23035962,23036962
10,57631480,57632480
2,12301420,12302420
11,77188468,77189468
13,33249109,33250109
2,143545632,143546632
7,25897157,25898157
6,77979167,77980167
2,139677677,139678677
5,73650879,73651879
16,14159125,14160125
7,29906008,29907008
5,138272254,138273254
2,152081028,152082028
7,44256704,44257704
12,99963998,99964998
11,11488765,11489765
19,34165541,34166541
12,29527883,29528883
3,96451806,96452806
X,154889767,154890767
3,126363351,126364351
9,123678332,123679332
7,46375973,46376973
X,91932480,91933480
X,49469949,49470949
15,101850286,101851286
6,28427400,28428400
3,31902202,31903202
X,21714399,21715399
8,85380541,85381541
2,24048879,24049879
4,150236696,150237696
17,65641704,65642704
9,51101578,51102578
16,11313308,11314308
7,98198975,98199975
16,44866596,44867596
4,89687697,89688697
14,31168141,31169141
12,56695138,56696138
12,86078541,86079541
14,34599642,34600642
X,44367837,44368837
3,51559256,51560256
1,69685460,69686460
1,171064152,171065152
12,80391237,80392237
3,92351642,92352642
2,127540917,127541917
17,14279005,14280005
X,72991578,72992578
2,71528944,71529944
1,86387641,86388641
2,69135299,69136299
19,41076613,41077613
3,121645953,121646953
10,22306219,22307219
1,74748455,74749455
8,109614016,109615016
6,55335798,55336798
3,93652186,93653186
17,32620818,32621818
17,35204851,35205851
18,6603132,6604132
5,38319008,38320008
2,173522091,173523091
6,7554570,7555570
1,130800401,130801401
8,68734646,68735646
18,60623805,60624805
17,12507204,12508204
13,59731252,59732252
7,127051477,127052477
7,41667513,41668513
2,163820333,163821333
8,22974335,22975335
14,24003705,24004705
11,69236522,69237522
11,84828677,84829677
1,92950090,92951090
5,31138395,31139395
3,64286917,64287917
19,58050666,58051666
6,72628787,72629787
10,116472662,116473662
7,97644612,97645612
15,98777650,98778650
11,73233648,73234648
1,134234957,134235957
4,143899880,143900880
17,71341304,71342304
1,183417969,183418969
7,30973303,30974303
18,37720053,37721053
4,119217717,119218717
14,51128567,51129567
2,22653782,22654782
2,181492705,181493705
11,49279649,49280649
14,60086334,60087334
6,52208124,52209124
1,85600202,85601202
19,43387855,43388855
8,45410039,45411039
3,152667640,152668640
7,41448141,41449141
11,50850184,50851184
2,118779218,118780218
11,98700812,98701812
11,114959917,114960917
2,65669944,65670944
1,78196636,78197636
14,26357046,26358046
11,106301396,106302396
15,96274775,96275775
1,25829207,25830207
2,151632093,151633093
X,37431993,37432993
2,50296309,50297309
3,154330060,154331060
5,71657808,71658808
9,121792007,121793007
X,83487424,83488424
11,99815166,99816166
6,124512120,124513120
3,154710632,154711632
7,127488750,127489750
3,93675783,93676783
2,60552808,60553808
7,46100264,46101264
4,42873703,42874703
7,43975560,43976560
9,21496064,21497064
17,17829687,17830687
3,88831987,88832987
10,75822043,75823043
1,21367830,21368830
14,44987610,44988610
10,76146950,76147950
X,141724717,141725717
10,120389022,120390022
7,102116213,102117213
11,99437653,99438653
11,3487726,3488726
12,25128673,25129673
ambiguous,56010980,56011980
18,58836263,58837263
5,104077108,104078108
17,26934971,26935971
3,129433172,129434172
6,147263585,147264585
1,193201046,193202046
1,74935099,74936099
5,25515566,25516566
6,91440354,91441354
12,112658851,112659851
3,84665691,84666691
5,21424177,21425177
17,29549093,29550093
10,82629337,82630337
11,78503012,78504012
9,6168111,6169111
X,139800307,139801307
8,12385270,12386270
19,37263595,37264595
15,44787563,44788563
7,104507349,104508349
17,23941495,23942495
7,100005903,100006903
6,124231284,124232284
5,150018174,150019174
7,6514927,6515927
3,104961209,104962209
10,76725544,76726544
16,75592390,75593390
17,36897629,36898629
3,107594530,107595530
8,75448193,75449193
19,3413957,3414957
3,155092933,155093933
3,95003667,95004667
2,45696104,45697104
10,89257290,89258290
19,20727056,20728056
7,139683315,139684315
12,112732821,112733821
9,14499982,14500982
3,153851924,153852924
8,13985589,13986589
9,96765061,96766061
3,36475436,36476436
5,53212952,53213952
3,101028995,101029995
2,61803952,61804952
14,31217372,31218372
6,24955625,24956625
3,87375886,87376886
11,115899638,115900638
15,77398610,77399610
7,142654496,142655496
13,34919492,34920492
16,10914297,10915297
2,158257740,158258740
6,29470936,29471936
4,97581442,97582442
11,97676559,97677559
10,61594983,61595983
16,29544364,29545364
17,17830311,17831311
7,105787050,105788050
17,35194471,35195471
9,14751622,14752622
7,43659661,43660661
11,100135449,100136449
7,16905989,16906989
X,106603179,106604179
12,86988176,86989176
3,142168728,142169728
2,25218244,25219244
X,19146471,19147471
3,35999412,36000412
15,94403850,94404850
X,7375424,7376424
16,10479571,10480571
6,126852597,126853597
1,160577253,160578253
14,41068574,41069574
5,110176004,110177004
3,87748123,87749123
17,34629185,34630185
16,32400005,32401005
19,10684292,10685292
13,105081621,105082621
11,107996347,107997347
2,31469769,31470769
1,137966138,137967138
11,99492610,99493610
5,21865104,21866104
11,99421759,99422759
4,44709940,44710940
14,66343874,66344874
6,115944430,115945430
3,101923953,101924953
17,39036194,39037194
4,17852981,17853981
4,139643541,139644541
5,135383310,135384310
7,71960674,71961674
15,77595625,77596625
5,31297080,31298080
9,121777106,121778106
17,34972202,34973202
X,8524454,8525454
4,62434226,62435226
19,47273089,47274089
11,53408696,53409696
1,165484682,165485682
14,61257990,61258990
2,144368482,144369482
19,34290158,34291158
12,11436149,11437149
9,15111608,15112608
12,36252898,36253898
17,13354071,13355071
12,58268758,58269758
13,33660904,33661904
14,121915274,121916274
2,84733703,84734703
2,164404660,164405660
11,78072741,78073741
3,55242025,55243025
11,83040033,83041033
10,14705108,14706108
10,29535367,29536367
2,158502111,158503111
5,76363277,76364277
5,30170238,30171238
6,37299476,37300476
16,75908766,75909766
16,43640154,43641154
3,89226698,89227698
16,36934482,36935482
10,112270622,112271622
12,31073467,31074467
2,174267085,174268085
X,53047578,53048578
9,39950269,39951269
6,139322076,139323076
17,34197694,34198694
13,105054430,105055430
5,101664211,101665211
2,120850155,120851155
16,37384458,37385458
2,181219515,181220515
11,95261028,95262028
8,45332696,45333696
3,8462598,8463598
9,34488230,34489230
2,6132368,6133368
19,8773984,8774984
11,102999421,103000421
9,7387526,7388526
11,97499840,97500840
8,57320359,57321359
15,27681042,27682042
7,141689839,141690839
12,103314458,103315458
8,66696921,66697921
17,33139183,33140183
4,118457013,118458013
16,84679288,84680288
2,30720709,30721709
9,45430732,45431732
7,43768599,43769599
1,191998134,191999134
5,21185766,21186766
X,152562833,152563833
11,42419256,42420256
3,69221918,69222918
4,3871605,3872605
16,96361256,96362256
19,6264142,6265142
16,97462406,97463406
X,37048344,37049344
12,69475050,69476050
8,104946855,104947855
13,33192458,33193458
19,42247077,42248077
18,84719741,84720741
8,121907332,121908332
8,60505623,60506623
2,136531820,136532820
2,164356007,164357007
7,134224597,134225597
7,35185884,35186884
14,21748122,21749122
1,40681211,40682211
7,140905563,140906563
15,11906024,11907024
15,101292711,101293711
10,43174198,43175198
8,108584177,108585177
13,32897640,32898640
13,63296647,63297647
X,102933723,102934723
3,60006242,60007242
15,42676477,42677477
7,104464693,104465693
4,155734303,155735303
X,168794598,168795598
3,135824778,135825778
3,81975228,81976228
2,55435469,55436469
6,32587692,32588692
5,92331340,92332340
10,38821279,38822279
5,137553054,137554054
9,26860323,26861323
7,143570259,143571259
15,89059225,89060225
18,72350569,72351569
15,38933408,38934408
X,103493057,103494057
18,11839938,11840938
5,120795030,120796030
5,100159308,100160308
11,72135389,72136389
18,40257860,40258860
5,3844672,3845672
15,36164384,36165384
15,66890892,66891892
1,72283872,72284872
13,93144224,93145224
1,182564506,182565506
11,115306662,115307662
15,84122675,84123675
9,65397987,65398987
17,46231030,46232030
X,153037128,153038128
18,37679957,37680957
2,19657397,19658397
13,92794318,92795318
16,45653618,45654618
4,32601882,32602882
10,93640548,93641548
1,75133390,75134390
10,13090344,13091344
15,74763067,74764067
8,10927957,10928957
8,67974074,67975074
10,76561771,76562771
1,106713790,106714790
17,80373042,80374042
11,98386131,98387131
16,13453339,13454339
3,95985009,95986009
12,109726832,109727832
5,107725305,107726305
18,77713683,77714683
17,53538951,53539951
9,26751061,26752061
13,67862825,67863825
4,138623492,138624492
2,136387467,136388467
8,120176969,120177969
13,91741020,91742020
9,110826189,110827189
18,12714310,12715310
16,33104860,33105860
2,25699573,25700573
1,177990934,177991934
1,169655000,169656000
9,120023098,120024098
3,30599370,30600370
7,27119454,27120454
17,13220687,13221687
11,96351131,96352131
3,129332249,129333249
9,46319486,46320486
17,23916957,23917957
19,47143674,47144674
6,128974529,128975529
6,99725892,99726892
1,110976872,110977872
17,8388968,8389968
17,31198474,31199474
3,81932115,81933115
2,50909183,50910183
12,102684520,102685520
19,58454898,58455898
6,30958490,30959490
11,98550596,98551596
3,106481930,106482930
19,8883377,8884377
16,97356227,97357227
2,25493411,25494411
X,139085742,139086742
16,8424636,8425636
4,88757343,88758343
1,106860679,106861679
2,73596025,73597025
7,116092649,116093649
14,6286750,6287750
1,156204526,156205526
X,56317107,56318107
7,44197690,44198690
8,34114529,34115529
1,24177109,24178109
17,36032201,36033201
17,48932081,48933081
12,102948358,102949358
7,25615392,25616392
4,121108726,121109726
12,32953289,32954289
15,89333972,89334972
16,91688397,91689397
4,103381999,103382999
1,176835633,176836633
16,94084759,94085759
3,10208076,10209076
4,117251417,117252417
7,73309879,73310879
2,118727938,118728938
17,36869073,36870073
15,40133864,40134864
13,14522726,14523726
10,63099655,63100655
X,112238548,112239548
8,120227730,120228730
X,36910333,36911333
2,181202289,181203289
X,163760832,163761832
9,110844005,110845005
5,139352116,139353116
8,54723868,54724868
4,156202783,156203783
15,10951831,10952831
9,58158721,58159721
2,14603805,14604805
4,10797302,10798302
11,116433593,116434593
18,56587847,56588847
13,89540135,89541135
7,57509509,57510509
18,23041153,23042153
7,79732276,79733276
8,45507287,45508287
16,89010259,89011259
17,87282314,87283314
5,137287753,137288753
4,147067936,147068936
1,98047293,98048293
18,65872978,65873978
9,121495194,121496194
19,9087456,9088456
12,37108045,37109045
2,119325697,119326697
9,39956569,39957569
11,96365257,96366257
7,119689525,119690525
11,42182430,42183430
8,106586642,106587642
1,173333003,173334003
17,27167264,27168264
15,101562450,101563450
1,42694325,42695325
4,155397569,155398569
16,56795358,56796358
8,77516555,77517555
2,163644349,163645349
5,139369245,139370245
2,93028847,93029847
8,84178461,84179461
14,73206351,73207351
5,14944793,14945793
1,55930740,55931740
19,6012119,6013119
3,104777047,104778047
16,90141736,90142736
15,101438304,101439304
6,126535055,126536055
2,152539541,152540541
2,131561785,131562785
8,23142162,23143162
4,106491743,106492743
8,25555583,25556583
18,74017406,74018406
16,97535580,97536580
7,130773568,130774568
7,44464934,44465934
8,3470361,3471361
9,78289427,78290427
3,92485381,92486381
4,62150341,62151341
4,104912955,104913955
12,79935764,79936764
10,87966170,87967170
X,36402976,36403976
2,59484152,59485152
3,105451829,105452829
14,17660459,17661459
X,103572654,103573654
11,53119556,53120556
3,145032276,145033276
3,66219386,66220386
4,116172871,116173871
19,29046982,29047982
14,115091714,115092714
7,142371759,142372759
7,26393743,26394743
19,10920101,10921101
7,82970891,82971891
2,169633145,169634145
15,43476536,43477536
19,39060505,39061505
18,80363754,80364754
11,32527074,32528074
11,100762431,100763431
17,46909984,46910984
5,90771934,90772934
14,75954502,75955502
18,34408922,34409922
5,138819579,138820579
18,21651064,21652064
10,58232175,58233175
1,170912441,170913441
X,135059836,135060836
17,23997600,23998600
3,95871021,95872021
1,85603391,85604391
8,83666139,83667139
2,154551275,154552275
17,17829851,17830851
19,29134778,29135778
9,105827585,105828585
2,74679057,74680057
2,170355860,170356860
10,89533122,89534122
6,142570856,142571856
17,24168929,24169929
15,6873813,6874813
3,88383966,88384966
11,50357379,50358379
17,56999518,57000518
11,86655570,86656570
6,87730368,87731368
9,74109833,74110833
14,66077233,66078233
6,119195909,119196909
5,53048852,53049852
2,119325283,119326283
19,30003289,30004289
5,104202116,104203116
2,66634462,66635462
7,43532671,43533671
11,121434452,121435452
2,25422741,25423741
14,84443062,84444062
11,53422636,53423636
10,119412943,119413943
9,31912785,31913785
9,63601948,63602948
8,3655269,3656269
14,25586303,25587303
6,25930925,25931925
4,114406223,114407223
2,69210572,69211572
18,59061880,59062880
7,45282372,45283372
11,32299568,32300568
3,107239207,107240207
18,78141619,78142619
1,9299377,9300377
7,35802091,35803091
12,31559469,31560469
14,75015526,75016526
4,134449671,134450671
2,126491053,126492053
3,138726484,138727484
2,76649772,76650772
3,37348152,37349152
10,82690150,82691150
1,144003649,144004649
7,18839465,18840465
5,24129468,24130468
4,52438464,52439464
X,37580851,37581851
X,52744093,52745093
16,17561384,17562384
12,57196972,57197972
11,83020310,83021310
1,87205310,87206310
1,191024850,191025850
1,132197587,132198587
5,87925132,87926132
2,72813217,72814217
3,98279930,98280930
19,10842043,10843043
1,78510559,78511559
4,150067953,150068953
4,40525048,40526048
12,109585288,109586288
2,9889040,9890040
8,83347971,83348971
3,82903474,82904474
7,104328970,104329970
7,73375274,73376274
5,149181536,149182536
19,56389538,56390538
7,140154159,140155159
10,129902226,129903226
4,43428634,43429634
2,122764858,122765858
5,98328803,98329803
4,33030823,33031823
4,73790102,73791102
14,32141522,32142522
5,42067459,42068459
7,23300691,23301691
19,12059250,12060250
4,136898344,136899344
4,94649644,94650644
1,136260373,136261373
12,78691034,78692034
17,85617896,85618896
13,26769665,26770665
4,100478366,100479366
4,73650409,73651409
17,57227636,57228636
7,131031575,131032575
X,99443297,99444297
11,48991746,48992746
3,134235994,134236994
15,75431329,75432329
5,52471043,52472043
18,63386683,63387683
14,51799545,51800545
2,27246803,27247803
5,7959971,7960971
18,43687273,43688273
19,20601481,20602481
1,21961442,21962442
1,34497929,34498929
2,88700827,88701827
7,138940229,138941229
15,33405439,33406439
2,3366069,3367069
13,76056496,76057496
13,12519950,12520950
17,44188071,44189071
13,75967238,75968238
4,155862853,155863853
8,68367958,68368958
12,99627474,99628474
1,16092825,16093825
10,24711659,24712659
14,56174099,56175099
9,60545382,60546382
12,75416281,75417281
9,63148461,63149461
2,23206975,23207975
8,3720151,3721151
1,171606910,171607910
9,92266861,92267861
17,36057871,36058871
1,3670998,3671998
14,118258133,118259133
1,91800976,91801976
X,48877213,48878213
14,51195423,51196423
11,100105126,100106126
9,27396306,27397306
18,38891955,38892955
4,108719148,108720148
11,29825168,29826168
12,105512932,105513932
2,103810122,103811122
16,4036644,4037644
4,43729533,43730533
2,13491376,13492376
5,98180368,98181368
19,23652312,23653312
7,140845189,140846189
12,76176759,76177759
8,46010101,46011101
6,146849609,146850609
8,13434958,13435958
17,56109302,56110302
17,28904764,28905764
4,153482330,153483330
3,105815066,105816066
6,135117783,135118783
3,106789649,106790649
1,50927022,50928022
2,135582720,135583720
X,169779135,169780135
2,59018106,59019106
X,140366993,140367993
17,32090923,32091923
7,18785801,18786801
7,64205305,64206305
15,82793745,82794745
8,84208314,84209314
4,119189511,119190511
11,46454430,46455430
4,138831356,138832356
7,61981803,61982803
10,79586636,79587636
7,143106753,143107753
13,4248234,4249234
7,141220993,141221993
6,3764213,3765213
7,4237253,4238253
X,165326481,165327481
8,114350978,114351978
5,84416882,84417882
3,93144286,93145286
12,71540106,71541106
12,84698307,84699307
5,123182186,123183186
11,106374325,106375325
9,89622486,89623486
9,65264679,65265679
7,141276286,141277286
8,113642712,113643712
19,44492971,44493971
X,151341379,151342379
7,96248923,96249923
14,51922273,51923273
1,10008636,10009636
19,3992251,3993251
1,153652536,153653536
7,133601615,133602615
11,76679372,76680372
11,44585816,44586816
16,45093552,45094552
16,60605031,60606031
1,164114763,164115763
7,13450340,13451340
5,135777885,135778885
17,34094809,34095809
6,83535751,83536751
2,51731509,51732509
19,34746611,34747611
2,131086265,131087265
17,65540282,65541282
1,131598613,131599613
4,66827310,66828310
7,104021816,104022816
X,38110407,38111407
11,99809396,99810396
15,101869118,101870118
4,82064879,82065879
X,92599072,92600072
2,170496638,170497638
14,12345365,12346365
1,159339806,159340806
6,115931426,115932426
4,43483209,43484209
18,67799443,67800443
6,38046496,38047496
6,48738546,48739546
2,148749860,148750860
12,110993897,110994897
19,6542570,6543570
13,97034754,97035754
10,36506306,36507306
11,96322625,96323625
15,98195042,98196042
15,101924235,101925235
4,33437580,33438580
4,73404572,73405572
2,114052311,114053311
10,125328035,125329035
4,66403983,66404983
15,78395412,78396412
2,29761027,29762027
3,153298149,153299149
1,170927083,170928083
2,65363526,65364526
14,9883594,9884594
2,85196199,85197199
14,33923086,33924086
14,42259548,42260548
X,76392849,76393849
X,37831185,37832185
9,118429338,118430338
5,148949749,148950749
16,95928577,95929577
14,62455789,62456789
19,56461136,56462136
7,4782439,4783439
10,67537368,67538368
10,108699660,108700660
14,77903738,77904738
15,81190352,81191352
13,49504309,49505309
15,92050664,92051664
6,31217974,31218974
14,24292863,24293863
9,59481241,59482241
9,91365299,91366299
2,26670782,26671782
10,93665354,93666354
15,88978053,88979053
9,59525001,59526001
15,101742597,101743597
7,30698425,30699425
2,113828591,113829591
15,78118780,78119780
6,42037893,42038893
7,4603541,4604541
5,116311859,116312859
6,48707744,48708744
18,9282309,9283309
8,111393321,111394321
16,23146035,23147035
13,93094332,93095332
7,46395967,46396967
8,125909949,125910949
2,26933568,26934568
11,68555685,68556685
17,34670034,34671034
10,120447610,120448610
15,4026906,4027906
9,32540952,32541952
X,20549317,20550317
9,89909274,89910274
3,129822005,129823005
18,42196209,42197209
5,90560708,90561708
2,165472697,165473697
11,81967896,81968896
14,41104532,41105532
17,13229762,13230762
4,114908398,114909398
3,144760477,144761477
17,37211351,37212351
X,136868040,136869040
8,39297479,39298479
11,110967532,110968532
5,72504040,72505040
2,74715630,74716630
2,73579838,73580838
2,80390863,80391863
1,120504584,120505584
9,99455742,99456742
17,14942624,14943624
11,17051433,17052433
11,111065663,111066663
4,139653037,139654037
11,110251276,110252276
19,30539179,30540179
13,59584723,59585723
8,122360246,122361246
1,160043879,160044879
19,36056860,36057860
16,44394298,44395298
5,21543026,21544026
15,75596157,75597157
17,35626137,35627137
13,94875126,94876126
9,55980432,55981432
14,120041935,120042935
7,123982680,123983680
12,40198815,40199815
11,67276623,67277623
19,16873330,16874330
1,180483004,180484004
2,92408391,92409391
8,10899421,10900421
3,107035661,107036661
9,40100988,40101988
7,30493157,30494157
16,56203812,56204812
6,103510375,103511375
6,136857100,136858100
16,78559815,78560815
11,87825614,87826614
14,98169265,98170265
13,60785864,60786864
2,130099893,130100893
11,107715976,107716976
13,21980680,21981680
5,77015522,77016522
16,43663684,43664684
16,96235300,96236300
12,33092375,33093375
2,151475651,151476651
5,12382665,12383665
4,88760273,88761273
11,88097557,88098557
7,16721428,16722428
15,57477125,57478125
7,49974849,49975849
4,64046515,64047515
11,104132381,104133381
19,37173342,37174342
9,77398916,77399916
X,9885120,9886120
7,34021066,34022066
19,24673507,24674507
15,100352699,100353699
11,75439001,75440001
10,115587280,115588280
19,47754657,47755657
2,31845505,31846505
10,61171463,61172463
15,82897961,82898961
3,37723860,37724860
1,192854427,192855427
3,129803530,129804530
5,145032264,145033264
15,66285724,66286724
2,127338138,127339138
16,11779201,11780201
19,45730058,45731058
3,127632644,127633644
15,11000220,11001220
7,30923681,30924681
19,60467804,60468804
14,66140459,66141459
7,120669843,120670843
15,57985402,57986402
7,74013182,74014182
3,37609390,37610390
6,55375794,55376794
15,79010541,79011541
2,30594543,30595543
X,95477629,95478629
10,114800870,114801870
13,100452364,100453364
2,113285231,113286231
6,12109080,12110080
1,86021441,86022441
19,23447822,23448822
18,51117397,51118397
9,42399429,42400429
1,75374515,75375515
13,98434565,98435565
2,156612922,156613922
2,32387239,32388239
8,19140258,19141258
8,95017191,95018191
15,82554597,82555597
2,120026982,120027982
18,40256461,40257461
13,72628064,72629064
14,55509947,55510947
4,41516936,41517936
9,40000750,40001750
3,117077265,117078265
19,39510321,39511321
X,135210187,135211187
2,3422148,3423148
18,37517852,37518852
1,172555437,172556437
4,33924131,33925131
11,99542658,99543658
15,101712391,101713391
5,31485358,31486358
7,6706259,6707259
17,36866710,36867710
9,48340398,48341398
13,44439226,44440226
7,142434476,142435476
6,123289371,123290371
6,35330345,35331345
2,24185975,24186975
9,61016568,61017568
17,49563837,49564837
13,119829717,119830717
15,10558168,10559168
17,73709951,73710951
11,102835795,102836795
9,31270900,31271900
8,109578672,109579672
7,142229471,142230471
10,51630958,51631958
ambiguous,80369137,80370137
4,20778168,20779168
14,65953244,65954244
9,99035190,99036190
11,104561698,104562698
5,90785600,90786600
11,94703999,94704999
12,119442909,119443909
12,57563614,57564614
14,30942789,30943789
8,80493544,80494544
1,61638323,61639323
19,4081987,4082987
5,39603074,39604074
11,83064611,83065611
12,100276108,100277108
6,55836517,55837517
5,70842117,70843117
15,91837825,91838825
16,92358968,92359968
8,105413121,105414121
15,76374438,76375438
11,32199779,32200779
2,28915940,28916940
5,52618511,52619511
12,102743161,102744161
19,43611824,43612824
8,13404580,13405580
1,155741527,155742527
11,23558342,23559342
17,17854688,17855688
11,83429021,83430021
17,37671524,37672524
1,130422499,130423499
7,43407779,43408779
6,135309884,135310884
11,4064352,4065352
19,39113397,39114397
1,34579192,34580192
16,32667697,32668697
5,49285159,49286159
16,10791597,10792597
16,37579652,37580652
15,65976304,65977304
9,37745635,37746635
2,122298399,122299399
16,96467105,96468105
4,134226883,134227883
7,122671243,122672243
12,73547982,73548982
1,67122526,67123526
10,61297335,61298335
4,83051667,83052667
3,97031901,97032901
13,27564104,27565104
19,40186786,40187786
14,59178249,59179249
6,144209068,144210068
7,102802979,102803979
6,114130740,114131740
X,7041119,7042119
1,92607338,92608338
4,20005239,20006239
16,84712522,84713522
12,113074001,113075001
6,24790687,24791687
3,10335156,10336156
3,53488292,53489292
1,72536064,72537064
6,85820472,85821472
2,58276278,58277278
5,107534210,107535210
4,127987543,127988543
2,178430014,178431014
10,111593773,111594773
13,33159254,33160254
6,94943333,94944333
2,164828034,164829034
2,160326994,160327994
8,71026255,71027255
6,4505196,4506196
1,109983236,109984236
15,78305221,78306221
6,137251798,137252798
X,160906552,160907552
11,54819418,54820418
5,26039005,26040005
7,15749869,15750869
14,124676627,124677627
